"Id","Title","Time","Description","Link"
"148","China’s property market is in freefall. What does this mean for the world economy? | Keyu Jin","1661248803000","The sector is dangerously overheated – but unlike the 2008 financial crisis, the global ripple effect is likely to be limitedThe property sector in the Chinese economy has always been something of a puzzle. At its peak, it accounted for a quarter of the nation’s economic output, broadly measured. And it sees people in Beijing and Shanghai paying house prices similar to those in San Francisco and New York, despite having just a quarter the income of American buyers.Now many believe that we are about to see a violent contraction of the property market in China. The government wants to intervene to curb speculation, and rein in what it calls the “three high” problem: high prices, high debt and high financialisation. The approach has been nothing short of dramatic. Financing for property developers has tanked. Earlier this year, property sales declined by as much as 20-30%, in-progress developments are not being completed and people have taken to the streets, banding together to stop mortgage payments on such projects in protest.Keyu Jin is a professor of economics at LSE Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/23/china-property-market-world-economy"
"149","‘Leadership is taken, not given’: what five female consultants would tell their younger selves","1656589772000","Flexible working and gender diversity initiatives have created more opportunities for women to climb the career ladder. Here, five consultants give the next generation the benefit of their experienceThe world of consulting is changing, with more flexible working options, bans on all-male shortlists and commitments to greater gender diversity in senior positions. However, as with most industries, there’s still a way to go to achieve equal numbers of women and men in top roles universally. One of the businesses making strides in that respect is PwC, which has a consulting executive team made up of equal numbers of men and women.Here, five women from PwC’s consulting practice reflect on promotion, their work-life balance, and what they wish they’d known at the start of their careers. Continue reading...","https://www.theguardian.com/community-of-solvers/2022/jun/30/leadership-is-taken-not-given-what-five-female-consultants-would-tell-their-younger-selves"
"150","‘As a mother of four, I’m determined we make a difference’: meet the leader on a mission to make workplaces more inclusive","1656589705000","Lucy Stapleton, head of deals at PwC – and the first woman to have a baby while a partner at the firm – is leading a drive to help often overlooked staff climb the career ladderLucy Stapleton is describing the moment that inspired her to set about transforming her workplace. The mother of four, who was recently appointed head of deals at the professional services firm PwC, was doing the school run when one of her three daughters, who was then eight, asked her why she worked. “I was shocked. I said: ‘So that your kids don’t ask you the same question.’”Determined to create a more inclusive workplace culture and diverse team in the deals practice, Stapleton, and her predecessors, began implementing a range of initiatives to support often excluded groups in moving up the career ladder. Continue reading...","https://www.theguardian.com/community-of-solvers/2022/jun/30/as-a-mother-of-four-im-determined-we-make-a-difference-meet-the-leader-on-a-mission-to-make-workplaces-more-inclusive"
"151","‘The work is complex, varied and exciting’: why my career in auditing has been anything but predictable","1656589850000","Auditing is about so much more than the numbers. In a rapidly evolving field, professionals are now looking beyond the accounts to assess the impact of the climate crisis on businessesThere are many myths about careers in auditing. You might have heard people say it’s only for maths experts or that the job’s a tick-box exercise, but this couldn’t be further from the truth, says Charles Samuel, a digital audit partner with PwC.Samuel, who joined PwC in 2002 in Lagos, Nigeria, before moving to the UK in 2005, says the sheer variety of the job was a revelation. “In my career as an auditor I’ve travelled to 34 different countries. The organisations I’ve worked with, the experiences I’ve had; that has really surprised me, and I’m sure that is at odds with people’s perceptions of working in audit.” Continue reading...","https://www.theguardian.com/community-of-solvers/2022/jun/30/the-work-is-complex-varied-and-exciting-why-my-career-in-auditing-has-been-anything-but-predictable"
"152","‘Do people actually work in offices like this?’: the social mobility scheme showing young people the opportunities open to them","1660553277000","A PwC initiative to broaden the career horizons of young people is alerting them to what they might achieve – and equipping them with the skills to be successful in their career choiceTeacher Simon Wareham didn’t know what to expect when he took a group of year nine students on a day trip to PwC’s offices. “Newcastle is only about half an hour from our school in Sunderland but many of our students don’t venture out of their own city,” says Wareham, the assistant headteacher and careers leader at Southmoor Academy. “We walked through the doors and their jaws just dropped to the floor. A couple of the kids asked: ‘Do people actually work in offices like this?’ They couldn’t believe it.”The visit is one part of PwC’s New World New Skills schools initiative, which aims to empower young people with opportunities to learn, work and gain employability and digital skills. As well as an office tour and lunch, Southmoor students took part in team building activities, gave presentations, and worked on solutions for the type of problems tackled by PwC’s teams. Continue reading...","https://www.theguardian.com/community-of-solvers/2022/aug/15/do-people-actually-work-in-offices-like-this-the-social-mobility-scheme-showing-young-people-the-opportunities-open-to-them"
"153","Department stores in England may be given protected status","1661259752000","Historic England announces review of landmark buildings amid closures as campaigners call for  ‘creative reinvention’Brutalist department stores may soon be granted protected status as the public body that looks after England’s historic environment reviews the buildings seen by many as icons of the high street.The announcement from Historic England comes amid widespread closures, compounded by the pandemic, economic turmoil and the rise of online shopping. Continue reading...","https://www.theguardian.com/uk-news/2022/aug/23/department-stores-in-england-may-be-given-protected-status"
"154","China heatwave: scorching temperatures and severe drought – in pictures","1661307322000","Parts of China are enduring the worst heatwave in decades, affecting crops and power supplies as water levels reach record lows Continue reading...","https://www.theguardian.com/environment/gallery/2022/aug/24/china-heatwave-scorching-temperatures-and-severe-drought-in-pictures"
"155","Martin Rowson on the UK’s energy supplies – cartoon","1661281213000","Continue reading...","https://www.theguardian.com/commentisfree/picture/2022/aug/23/martin-rowson-on-the-uks-energy-supplies-cartoon"
"156","Runaway bull storms into bank in Israel – video","1661169317000","Employees of an Israeli bank were sent fleeing down corridors on Monday as a bull charged through the building. The incident took place at a Bank Leumi branch in an industrial zone in Lod, south-east of Tel Aviv, and lasted half an hour passed before the bull’s owner arrived and a vet was calledRunaway bull causes panic in Israeli bank Continue reading...","https://www.theguardian.com/world/video/2022/aug/22/runaway-bull-storms-into-bank-in-israel-video"
"157","I need to fly home from the US but can’t get my passport renewed","1661320828000","I’ve been waiting for four months and all HM Passport Office will say is that it has received my old oneI am a British citizen living in the US. I applied for renewal of my British passport four months ago and HM Passport Office confirmed receipt of my old one. More than 16 weeks later, the status update merely says: “We have received your old passport.” My elderly parents live in the UK and are not in good health and I’m unable to make plans to visit them. I am getting desperate.KR, Edina, MinnesotaPS of Peebles is also desperate. His British daughter also lives in the US and applied for British passports for her children the same week as you. The family was due to move back to the UK imminently, but more than four months on there were still no updates on their application. “My grandson’s US passport has expired and if he doesn’t get the UK one in time they won’t be able to fly,” he writes. “They will essentially be homeless as they have given up their house to move back.” Continue reading...","https://www.theguardian.com/money/2022/aug/24/i-need-to-fly-home-from-the-us-but-cant-get-my-passport-renewed"
"158","Share your experience of applying for a mortgage to buy a UK property recently","1661270573000","We’re interested to hear from people who have recently tried or are in the process of buying a home in the UK with a mortgage, and how they have found the processAs a key mortgage rate has hit over 4% for the first time since 2013 and the price of new mortgages is rising even faster than UK interest rates, many prospective house buyers may have to reconsider what kind of loan they can take out to buy a home.We’d like to hear how people have recently found the process of purchasing a property in the UK. We’re keen to hear how you’ve found the mortgage application process, which mortgage rate you were offered, whether your offer was accepted and how the bank’s evaluation of your chosen property went. Continue reading...","https://www.theguardian.com/money/2022/aug/23/share-your-experience-of-applying-for-a-mortgage-to-buy-a-uk-property-recently"
"159","UK councils ‘holding public spaces hostage’ with cheap parking","1661252280000","Climate group data shows it is 115 times more expensive to suspend a parking bay than pay for a permitCouncils have been accused of allowing public spaces to be “held hostage” by motorists after the huge difference in cost between parking charges and the cost of suspending parking was revealed.The latest figures, published by the climate charity Possible, lay bare the significant cost increase between a parking permit, used for vehicles such as cars and vans, and the cost of parking bay suspensions to use the space for other purposes. Continue reading...","https://www.theguardian.com/money/2022/aug/23/uk-councils-public-spaces-cheap-parking-climate-bay-permit"
"160","Accepting a long delivery window for a shed has cost me £795","1661234403000","After numerous cancellations Shedrite then ceased trading Last August, I ordered and paid £795 for a shed from the company Shedrite Sheds Ltd in Wolverhampton.I was aware the situation with deliveries and materials was not simple due to Covid and Brexit, and was prepared to wait a bit longer for my shed to arrive. Continue reading...","https://www.theguardian.com/money/2022/aug/23/accepting-a-long-delivery-window-for-a-shed-has-cost-me-795"
"161","Key UK mortgage rate passes 4% for the first time since 2013","1661192236000","The price of a new two-year fixed mortgage is now rising faster than base interest rates, Moneyfacts data revealsA key mortgage rate has hit 4% for the first time in nine years. The financial data provider Moneyfacts said the average new two-year fixed rate had increased by 0.14% since the start of this month, and now stood at 4.09%. This is the first time the average figure has broken through 4% since early 2013.It said the price of new mortgages was rising even faster than UK interest rates, adding to the dilemma faced by many thinking about taking out a new loan on a home. Continue reading...","https://www.theguardian.com/money/2022/aug/22/uk-mortgage-rate-rise-outpaces-interest-rates-data-reveals"
"162","Is the cashless society coming or going? | Brief letters","1661187977000","Coins or cards? | Jeremy Clarkson’s A-levels | Michael Gove | Remainer headgear | A 48% tattoo | From Hastings to TbilisiIn the Guardian app’s UK Daily edition (18 August), I was intrigued to read, in the Financial section, “Cashless society a step closer as more than 23m people abandon coins”, and then confused when I turned to the Life section to find “Cashback? The people ditching cards in the cost of living crisis”. Seeing both sides of the coin, then?Phil DowellBridport, Dorset• Surely few students would be reassured by Jeremy Clarkson’s tweet saying that those with poor A-level results might end up like him (‘I’m holidaying on a boat’: celebrities’ words of wisdom on A-level results day, 18 August). Alan PearsonDurham Continue reading...","https://www.theguardian.com/money/2022/aug/22/is-the-cashless-society-coming-or-going"
"163","Collapse of supplier Bulb could add more than £150 to energy bills","1661162820000","Cost of bailing out UK company threatens to top £4bn by next spring because of soaring gas pricesHouseholds could end up paying more than £150 extra on their energy bills because of the collapse of Bulb, as the price of bailing out the failed supplier threatens to top £4bn by next spring.The cost of bailing out the UK company, which has about 1.4 million customers, has escalated because of rising wholesale gas prices since Russia’s invasion of Ukraine. Continue reading...","https://www.theguardian.com/money/2022/aug/22/collapse-of-supplier-bulb-could-add-more-than-150-pounds-to-energy-bills"
"164","Twitter’s Former Security Chief Accuses Company of ‘Egregious’ Practices","1661287443000","The whistle-blower also said Twitter had lied to Elon Musk, who is trying to back out of a $44 billion deal to buy the social media service.","https://www.nytimes.com/2022/08/23/technology/twitter-whistleblower-security.html"
"165","Britain’s Labor Shortage Is Helping Drive Its Inflation Problem","1661280374000","Many of Britain’s employers, faced with a labor shortage, are raising wages to attract workers. That’s sowing the seeds of faster inflation.","https://www.nytimes.com/2022/08/23/business/britain-inflation-labor-shortage.html"
"166","How to Prepare Your Home for Severe Storms and Weather","1661238014000","With the cost and frequency of weather-driven disasters on the rise, taking steps to be ready is more crucial than ever.","https://www.nytimes.com/2022/08/23/business/storm-weather-home-insurance.html"
"167","To Fight Election Falsehoods, Social Media Companies Ready a Familiar Playbook","1661279530000","Platforms like TikTok and Facebook are planning anti-misinformation strategies that resemble those used in 2020.","https://www.nytimes.com/2022/08/23/technology/midterms-misinformation-tiktok-facebook.html"
"168","Red-Hot Warehouse Market Tested as Consumer Spending Slows","1661278432000","A slowdown in consumer spending in conjunction with an uptick in construction may spoil the favorable conditions that allowed owners to expand and raise rates.","https://www.nytimes.com/2022/08/23/business/warehouse-demand-consumer-spending.html"
"169","Macy’s Lowers Expectations for the Year, Pointing to an Inventory Glut","1661285555000","The chain said in its earnings report that selling its excess inventory had become harder as shoppers pulled back on discretionary spending.","https://www.nytimes.com/2022/08/23/business/macys-earnings-2q-2022.html"
"170","Expansion of Clean Energy Loans Is ‘Sleeping Giant’ of Climate Bill","1661177226000","The bill President Biden signed into law recently will greatly expand government loans and loan guarantees for clean energy and automotive projects and businesses.","https://www.nytimes.com/2022/08/22/business/energy-environment/biden-climate-bill-energy-loans.html"
"171","Lachlan Murdoch Sues Australian News Site Crikey","1661283170000","The news outlet Crikey challenged the younger Murdoch in an open letter, saying it wanted to make the dispute a test case for Australia’s strict defamation laws.","https://www.nytimes.com/2022/08/23/business/media/lachlan-murdoch-crikey-lawsuit.html"
"172","Supplier of Rare Earth Metals Buys Mining Rights in Greenland","1661192754000","Neo Performance Materials of Canada announced a deal to begin mining in Greenland for the metals, which are a key component for electric cars.","https://www.nytimes.com/2022/08/22/business/rare-earth-metals-greenland.html"
"173","Julian Robertson, 90, Dies; Brought Hedge Funds Into the Mainstream","1661291023000","His driving insight was that one could make money just as easily by betting that a company’s stock would fall as by betting that it would rise.","https://www.nytimes.com/2022/08/23/business/julian-robertson-dead.html"
"174","I.R.S. to Conduct Security Review Amid Threats Agency and Staff","1661298756000","In a letter to staff, the I.R.S. commissioner cited “an abundance of misinformation and false social media postings” as the agency faces a flood of unfounded conspiracy theories.","https://www.nytimes.com/2022/08/23/business/irs-security-review.html"
"175","Why Wall Street is so focused on the Fed’s Jackson Hole conference.","1661286320000","The Jackson Hole event is a forum to discuss pressing economic issues and often a venue for making big announcements or floating significant ideas.","https://www.nytimes.com/2022/08/23/business/jackson-hole-federal-reserve.html"
"176","Biden to Announce Decision on Student Loan Debt Relief","1661303513000","The decision, expected Wednesday, will cap months of deliberations over fairness and the potential to exacerbate an inflation rate that has reached a 40-year high.","https://www.nytimes.com/2022/08/23/us/politics/biden-student-loan-debt.html"
"177","White House Expects Slower Economic Growth in 2022 Than Originally Projected","1661283522000","The Biden administration said its new forecast captured the effects of the Omicron wave of the pandemic and Russia’s invasion of Ukraine.","https://www.nytimes.com/2022/08/23/business/biden-economic-growth.html"
"178","Museum of the Bible Returns Ancient Gospel Looted From Greek Monastery","1661279770000","The museum determined that the handwritten manuscript, which is more than a thousand years old, had been looted from the monastery during World War I.","https://www.nytimes.com/2022/08/23/arts/design/museum-of-the-bible-looted-gospel.html"
"179","MoviePass Is Relaunching Next Month After Failing in 2019","1661268369000","The company was driven out of business three years ago after offering customers a too-good-to-be-true subscription model.","https://www.nytimes.com/2022/08/23/business/moviepass-relaunch.html"
"180","AMC Entertainment’s preferred stock dividend is completed","1661264949000","The company billed the arrangement as a new way to raise money. Corporate governance experts and finance pros are keen to see if it catches on.","https://www.nytimes.com/2022/08/23/business/amc-preferred-stock.html"
"181","Whistle-Blower Spam Claims Pose Challenge for Twitter","1661278305000","The allegations by Twitter’s former security chief come after Elon Musk sued the company for more details on how it measures user numbers.","https://www.nytimes.com/2022/08/23/business/dealbook/whistle-blower-spam-musk-twitter.html"
"182","Najib Razak, Malaysia’s Former Prime Minister, Is Headed to Prison","1661266471000","Mr. Najib, convicted in a scandal involving the disappearance of billions from the government investment fund known as 1MDB, has exhausted his avenues of appeal.","https://www.nytimes.com/2022/08/23/world/asia/najib-razak-malaysia-1mdb-prison.html"
"183","Stock trading remains unsteady after Wall Street’s big drop.","1661285417000","After Monday’s steep drop on Wall Street, investors around the world are reassessing the outlook for inflation, economic growth and interest rates.","https://www.nytimes.com/2022/08/23/business/stock-market.html"
"184","Aman Resorts Brings Serenity to Midtown Manhattan. Will It Work?","1661275288000","Vladislav Doronin, the chief executive of Aman Resorts, aims to bring the brand’s understated exclusivity and serenity — qualities that were forged in remote locations — to Manhattan. Will it work?","https://www.nytimes.com/2022/08/23/travel/aman-new-york.html"
"185","Meet the Minnesota State Fair’s New Butter Sculptor","1661267285000","Gerry Kulzer, the new butter sculptor at the Minnesota State Fair, is ready to capture the likenesses of the dairy princesses, if only he can sculpt their tresses in time.","https://www.nytimes.com/2022/08/23/dining/minnesota-state-fair-butter-sculpture.html"
"186","Economic Aid, Once Plentiful, Falls Off at a Painful Moment","1661260957000","Food insecurity is rising again as relief provided by President Biden’s $1.9 trillion stimulus package wanes.","https://www.nytimes.com/2022/08/23/us/politics/food-insecurity-biden-stimulus.html"
"187","‘House of the Dragon’ Premiere Draws 10 Million Viewers, HBO Says.","1661208305000","The network said viewership for the “Game of Thrones” spinoff was the biggest start for a series in its history.","https://www.nytimes.com/2022/08/22/business/media/house-of-the-dragon-viewers-ratings.html"
"188","Australian News Site Tells Lachlan Murdoch: Sue Us Already","1661204514000","Mr. Murdoch has threatened to sue Crikey, a small news organization, over an opinion article he said contained defamatory claims.","https://www.nytimes.com/2022/08/22/business/media/lachlan-murdoch-suit.html"
"189","Ford to Cut 3,000 Jobs to Reduce Costs in Transition to Electric Vehicles","1661208248000","The automaker said the move was needed to be competitive and reallocate resources.","https://www.nytimes.com/2022/08/22/business/ford-motor-job-cuts.html"
"190","Do You Work More Than One Job? We Want to Hear About It.","1661185301000","Tell us about your experience taking on a new job or source of income.","https://www.nytimes.com/2022/08/22/business/two-jobs-reader-callout.html"
"191","Donald Jonas, Retail Magnate Who Sold Art to Help Nurses, Dies at 92","1661184761000","A founder of the Lechters housewares chain, he and his wife focused their philanthropy on a profession they felt had been largely ignored.","https://www.nytimes.com/2022/08/22/business/donald-jonas-dead.html"
"192","McDonald’s Shakes Up Its Board","1661273526000","The fast-food chain has wrestled with some shareholders and franchisees, as it faces the effects of inflation and weak economic growth.","https://www.nytimes.com/2022/08/22/business/mcdonalds-board.html"
"193","S&P 500 Has Worst Day Since June as Rate Concerns Return","1661241817000","Increasing pessimism about the possibility of a recession and the Federal Reserve’s efforts to rein in inflation have put the brakes on a market rebound.","https://www.nytimes.com/2022/08/22/business/stock-market-recession-inflation.html"
"194","McDonald’s board member exits after fight with Carl Icahn","1661175173000","The restaurant chain has made the first big change to its board in three years after seeing off a campaign by the activist investor Carl Icahn.","https://www.nytimes.com/2022/08/22/business/dealbook/mcdonalds-board-penrose.html"
"195","Coming Soon to an American Cliff Near You: ‘Via Ferrata’ Routes","1661158827000","Long popular in Europe, the beginner-friendly climbing routes are being installed on peaks and in gorges across the United States. Here are six to try now.","https://www.nytimes.com/2022/08/22/travel/via-ferratas-in-america.html"
"196","How Quitting a Job Changed My Personal Finances","1661158816000","We asked people who quit their jobs during the “Great Resignation” what sort of financial challenges it brought. This is what they told us.","https://www.nytimes.com/2022/08/22/style/quitting-personal-finances.html"
"197","Drought Hurts China’s Economy as Central Bank Cuts Rates","1661176117000","Sichuan’s many dams cannot generate enough electricity even for its  own needs, forcing factories there to close for up to a week at a time.","https://www.nytimes.com/2022/08/22/business/china-power-shortage-drought.html"
"198","More Than ‘Weird’: Roku Embraces Original Programming","1661278143000","The streaming media device company wants to attract more viewers and advertisers to its channel. A coming biopic of “Weird Al” Yankovic is its most ambitious project to date.","https://www.nytimes.com/2022/08/22/business/media/roku-weird-al.html"
"199","Chief of Israeli Spyware Firm NSO to Step Down as It Revamps","1661130208000","The U.S. blacklisted the company last year after reports that governments had used its software to target journalists, dissidents and opposition politicians.","https://www.nytimes.com/2022/08/21/business/nso-chief-executive-spyware.html"
"200","Live Performance Is Back. But Audiences Have Been Slow to Return.","1661109680000","Attendance lagged in the comeback season, as the challenges posed by the coronavirus persisted. Presenters hope it was just a blip.","https://www.nytimes.com/2022/08/21/arts/performing-arts-pandemic-attendance.html"
"201","Indiana Governor Leads Delegation in Visit to Taiwan for Trade Talks","1661143863000","Gov. Eric J. Holcomb of Indiana led a group that arrived on the island Sunday, even as visits this month by U.S. officials have angered Beijing.","https://www.nytimes.com/2022/08/21/world/asia/us-delegation-taiwan-trade.html"
"202","The Week in Business: WeWork’s Founder Rises Again","1661079605000","Inflation in Britain picked up. Peloton, a pandemic darling, reports its latest earnings and they’re not expected to be good. The Fed chair will give his take on the economy.","https://www.nytimes.com/2022/08/21/business/the-week-in-business-weworks-economy.html"
"203","‘Cable Cowboy’ John Malone Sees More Streaming Bundles Ahead","1661072425000","The media mogul also said news channels should do a better job of distinguishing between news and opinion.","https://www.nytimes.com/2022/08/21/business/media/john-malone-streaming-bundles-cable.html"
"204","A Dad Took Photos of His Naked Toddler for the Doctor. Google Flagged Him as a Criminal.","1661113458000","Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious.","https://www.nytimes.com/2022/08/21/technology/google-surveillance-toddler-photo.html"
"205","HBO Max Pulls Nearly 200 ‘Sesame Street’ Episodes","1661027808000","HBO Max took down classic episodes of “Sesame Street” as it prepares to combine with Discovery+. The move came as a surprise to fans, who worried about what it signals.","https://www.nytimes.com/2022/08/20/arts/television/sesame-street-hbo-max.html"
"206","UPS Drivers Say ‘Brutal’ Heat Is Endangering Their Lives","1661015107000","As summers have grown hotter, high temperatures inside trucks without air conditioning have also sickened postal carriers and others who deliver America’s packages. A few have died.","https://www.nytimes.com/2022/08/20/business/ups-postal-workers-heat-stroke-deaths.html"
"207","Brands Grapple With Inflation by Being More Transparent About Price Increases","1660986018000","As brands grapple with inflation, a new playbook has emerged: Be upfront about price increases, and hope that transparency will keep customers loyal.","https://www.nytimes.com/2022/08/20/style/price-increase-emails-inflation.html"
"208","Elijah Quashie Is a YouTube Star for Fried Chicken. How Is He Dealing With Inflation?","1661182148000","YouTube star Elijah Quashie, of the U.K. hit “The Pengest Munch,” copes with the rising cost of wings.","https://www.nytimes.com/2022/08/20/business/media/youtube-elijah-quashie-fried-chicken.html"
"209","How Pharmacy Work Stopped Being So Great","1661017748000","Two years of economic recovery brought strong gains to workers at the top and the bottom, but headwinds for those in between. Consider the pharmacist.","https://www.nytimes.com/2022/08/20/business/economy/pharmacists-job-inflation.html"
"210","Lettuce on Wendy’s Sandwiches Potentially Linked to E. Coli Outbreak","1660954465000","Federal health officials said that while 37 people had been sickened and 10 hospitalized, it was safe to eat at the fast-food chain and to buy romaine lettuce.","https://www.nytimes.com/2022/08/19/health/romaine-lettuce-wendys-e-coli.html"
"211","Florida Utility Is Fined $500,000 for 2017 Explosion That Killed 5","1660958488000","Tampa Electric Company pleaded guilty in May to “willfully” violating an OSHA rule that required workers to receive a pre-job briefing about the work they were to perform.","https://www.nytimes.com/2022/08/19/us/teco-florida-explosion.html"
"212","Twitter Tells Employees They Might Get Only Half Their Annual Bonus","1660958106000","The company blamed its financial performance for the potential bonus cut.","https://www.nytimes.com/2022/08/19/technology/twitter-annual-bonus.html"
"213","Biden Prepares Actions to Cut Emissions After Signing Climate Bill","1660950857000","Regulations from the E.P.A. and elsewhere will help the president meet his aggressive climate goals, administration officials say.","https://www.nytimes.com/2022/08/19/us/politics/biden-climate-bill-emissions.html"
"214","Berkshire Hathaway cleared to buy up to 50% of Occidental Petroleum.","1660947603000","The Federal Energy Regulatory Commission approved a request from Warren Buffett’s company to take a bigger stake in the oil company.","https://www.nytimes.com/2022/08/19/business/energy-environment/berkshire-hathaway-cleared-to-buy-up-to-50-of-occidental-petroleum.html"
"215","Wayfair Will Lay Off 870 Workers After a Drop in Sales","1660940766000","The online furniture retailer boomed in the early months of the pandemic, but it has failed to maintain that momentum.","https://www.nytimes.com/2022/08/19/business/wayfair-layoffs.html"
"216","Meme Stocks Are Back. Here’s Why Wild Trading May Be Here to Stay.","1660960796000","Turbulent trading in shares of companies like AMC Entertainment and Bed Bath & Beyond can no longer be explained as simply a pandemic phenomenon, experts say.","https://www.nytimes.com/2022/08/19/business/meme-stocks-bed-bath-beyond.html"
"217","TikTok Browser Can Track Users’ Keystrokes, According to New Research","1661109908000","In the web browser used within the TikTok app, supplementary code lets the company track every character typed by users. The company said the capability was for troubleshooting.","https://www.nytimes.com/2022/08/19/technology/tiktok-browser-tracking.html"
"218","Retailers Stumble Adjusting to More Selective Shoppers","1660944915000","In earnings reports this week, companies showed it has been a struggle to adapt to a consumer mind-set that is vastly different from what it was during much of the pandemic.","https://www.nytimes.com/2022/08/19/business/retailers-sales-inflation.html"
"219","Walmart Expands Employee Abortion Coverage and Will Include Travel Expenses","1660931223000","The Arkansas-based retailer, the country’s largest employer, said its health plans would cover abortions in specific cases and related travel expenses.","https://www.nytimes.com/2022/08/19/business/walmart-expands-abortion-coverage-and-will-include-travel-expenses-for-employees.html"
"220","A judge blocks the workplace provision of Florida’s ‘Stop WOKE Act.’","1660947919000","The law seeks to determine how all sorts of organizations, including private businesses, can address race, gender and nationality.","https://www.nytimes.com/2022/08/19/business/judge-blocks-florida-stop-woke.html"
"221","A Trial Put Publishing’s Inner Workings on Display. What Did We Learn?","1660926934000","The book world can be opaque to outsiders. A case offered an unusual glimpse into it, revealing curiosities about the business and details about book deals.","https://www.nytimes.com/2022/08/19/books/prh-penguin-random-house-trial.html"
"222","Nordstrom cuts full-year forecast, citing slowing customer demand","1661294917000","Nordstrom slashed its financial forecast for the full year as the department store chain faces slowing sales and a glut of inventory. ","https://www.cnbc.com/2022/08/23/nordstrom-jwn-reports-q2-2022-results.html"
"223","Apartment rents are finally easing after an incredible run. Here's how to play it","1661294027000","Rent growth for apartments looks to have peaked after a tremendous run in 2021, and that could boost some real estate stocks. ","https://www.cnbc.com/2022/08/23/apartment-rents-are-finally-easing-after-an-incredible-run-heres-how-to-play-it.html"
"224","Los Angeles Angels owner Arte Moreno exploring sale of the team","1661279413000","Arte Moreno, who bought the Los Angeles Angels in 2003, is exploring a sale of the team.","https://www.cnbc.com/2022/08/23/los-angeles-angels-owner-arte-moreno-exploring-sale-of-the-team.html"
"225","Amazon Prime signs deal with DirecTV to air 'Thursday Night Football' games in bars, restaurants","1661265517000","Amazon Prime holds the exclusive rights to ""Thursday Night Football"" games for the  next 11 seasons.","https://www.cnbc.com/2022/08/23/amazon-signs-deal-with-directv-to-air-thursday-night-football-games-in-bars.html"
"226","Nets say Kevin Durant is going to stay in Brooklyn, after all","1661269635000","The Nets said the team would continue its partnership with two-time NBA champion Kevin Durant.","https://www.cnbc.com/2022/08/23/kevin-durant-to-stay-with-brooklyn-nets-team-says-after-trade-talks.html"
"227","Singapore says non-fully vaccinated travelers don't need quarantine from Monday","1661319841000","Singapore is set to allow non-fully vaccinated travelers to skip quarantine on arrival starting Monday.","https://www.cnbc.com/2022/08/24/singapore-non-fully-vaccinated-travelers-dont-need-quarantine-from-monday.html"
"228","Morgan Stanley says the 'smart' EV industry is tech's next big thing. Here are its top stock picks","1661300069000","Electric vehicles are becoming more popular, and the market is set to reach $287 billion by 2025, the investment bank said in a recent report.","https://www.cnbc.com/2022/08/24/morgan-stanley-picks-stocks-tapping-new-tech-growth-electric-vehicles.html"
"229","Cramer's lightning round: Nokia is 'the definition of dead money'","1661298873000","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","https://www.cnbc.com/2022/08/23/cramers-lightning-round-nokia-is-the-definition-of-dead-money.html"
"230","Jim Cramer says tap the brakes on comparing this year's market to 2001 and 2008. Here is why","1661297336000","""If something terrible happens on the scale of the Lehman Brothers collapse ... then I would indeed change my mind,"" the ""Mad Money"" host said.","https://www.cnbc.com/2022/08/23/why-jim-cramer-rejects-comparing-this-years-market-to-2001-and-2008.html"
"231","Charts suggest the S&P 500 should keep trending higher for now, Cramer says","1661299756000","""Right now, [technical analyst Ralph Vince] says the continuing claims data remains in bull mode,"" CNBC's Jim Cramer said Tuesday.","https://www.cnbc.com/2022/08/23/charts-suggest-the-sp-500-should-keep-trending-higher-for-now-cramer-says.html"
"232","Jim Cramer says 'Covid winners' like DocuSign still have time to reinvent themselves","1661294316000","""We'd be in a much better situation if the private sector had been proactive about transitioning to a post-Covid world,"" CNBC's Jim Cramer said Tuesday.","https://www.cnbc.com/2022/08/23/cramer-covid-winners-like-docusign-still-have-time-to-reinvent.html"
"233","Stocks making the biggest moves after hours: Nordstrom, Urban Outfitters & more","1661289032000","See which stocks are posting big moves after the bell.","https://www.cnbc.com/2022/08/23/stocks-making-the-biggest-moves-after-hours-nordstrom-urban-outfitters-more.html"
"234","Starbucks informs workers at two stores of closures, union claims retaliation","1661293185000","Starbucks has informed workers at two stores with union activity that the locations will be closed, but the coffee chain said the organizing efforts aren't the reason.","https://www.cnbc.com/2022/08/23/starbucks-informs-workers-at-two-stores-of-closures-union-claims-retaliation.html"
"235","Comcast agrees to sell its majority stake in regional network NBC Sports Washington","1661281828000","Comcast will offload its majority stake in NBC Sports Washington to Monumental Sports & Entertainment, making it the sole owner of the regional sports network. ","https://www.cnbc.com/2022/08/23/comcast-agrees-to-sell-majority-stake-in-nbc-sports-washington.html"
"236","Macy's cuts full-year forecast despite strong quarter, fearing shoppers will pull back on spending","1661268515000","Macy's on Tuesday cut its full-year forecast, saying it anticipates deteriorating consumer spending on discretionary items like apparel. ","https://www.cnbc.com/2022/08/23/macys-m-reports-fiscal-q2-2022-earnings.html"
"237","Dick's Sporting Goods boosts 2022 outlook after second-quarter earnings top estimates","1661292985000","Dick's Sporting Goods reported quarterly earnings and revenue that topped analysts' expectations and boosted its financial outlook for the year.","https://www.cnbc.com/2022/08/23/dicks-sporting-goods-dks-q2-earnings-report.html"
